175.77163696289062,
6.665260314941406,
6.503718852996826,
1.9057632684707642,
2.486610174179077,
3.5830276012420654,
5208.203125,
5195.81640625,
5201.48486328125,
5205.18408203125,
5200.58935546875,
5194.96484375,
5195.513671875,
5192.3408203125,
5192.275390625,
5192.3564453125,
5193.0966796875,
177.72509765625,
4.722740173339844,
2.313946485519409,
0.5400413274765015,
7215.1484375,
0.3132579028606415,
0.7251450419425964,
1.420025110244751,
0.6818464398384094,
0.6865110397338867,
0.2523120045661926,
0.8499795198440552,
4.941659450531006,
0.24770823121070862,
0.1433716118335724,
134.94451904296875,
0.3429097831249237,
0.33485278487205505,
0.08379433304071426,
0.2269793301820755,
0.35782814025878906,
0.6212957501411438,
0.11637213081121445,
0.06410764902830124,
3.6811776161193848,
0.14136558771133423,
0.5769595503807068,
0.10841851681470871,
0.11599340289831161,
0.666549563407898,
0.37403467297554016,
0.10995233058929443,
0.10505931824445724,
0.031604256480932236,
0.023615876212716103,
0.11030540615320206,
0.01740936189889908,
0.0184776671230793,
0.013219411484897137,
0.013588974252343178,
0.019678980112075806,
0.017345329746603966,
0.010903418995440006,
0.009378430433571339,
0.18229110538959503,
0.04813598096370697,
0.010355538688600063,
0.29364192485809326,
0.06405191868543625,
0.07849330455064774,
0.007179941516369581,
0.019666774198412895,
0.034780796617269516,
0.014736405573785305,
0.010395660065114498,
0.006844570394605398,
0.013585679233074188,
0.041794296354055405,
0.007037793286144733,
0.009343546815216541,
0.006028734613209963,
0.023754069581627846,
0.015929264947772026,
0.039098870009183884,
0.31031662225723267,
0.013004480861127377,
0.14922931790351868,
0.015020052902400494,
0.005851349327713251,
0.006614283658564091,
0.05877721309661865,
0.012373355217278004,
0.005853966809809208,
0.014138298109173775,
0.01080220378935337,
0.026449168100953102,
0.004984114319086075,
0.042266376316547394,
0.0034083432983607054,
0.007007695734500885,
0.005410198122262955,
0.005164304282516241,
0.004292669240385294,
0.0027441217098385096,
0.0034339658450335264,
0.0027915132232010365,
0.003999644424766302,
0.0032853856682777405,
0.0025019370950758457,
0.00434363866224885,
0.0035974085330963135,
0.002383525250479579,
0.0024887865874916315,
0.002816953929141164,
0.0025926700327545404,
0.0029001750517636538,
0.0024441347923129797,
0.003261829959228635,
0.00298295053653419,
0.006448563188314438,
0.003241879865527153,
0.0036650814581662416,
0.004707107786089182,
0.004224055912345648,
0.0031397349666804075,
0.002242671325802803,
0.002984244143590331,
0.0021484147291630507,
0.002929894719272852,
0.002951411996036768,
0.002043522661551833,
0.002181021263822913,
0.0029262572061270475,
0.0028697878587991,
0.003208339912816882,
0.0029731509275734425,
0.0036609272938221693,
0.0018830467015504837,
0.002004746114835143,
0.0018174740253016353,
0.0017200520960614085,
0.0023455326445400715,
0.0017133326036855578,
0.001673934981226921,
0.0031716215889900923,
0.0017386887921020389,
0.003384218318387866,
0.0016777757555246353,
0.0021407930180430412,
0.006606850773096085,
0.0016966257244348526,
0.007128672208636999,
0.001512574264779687,
0.0015342721017077565,
0.0015828555915504694,
0.0015102803008630872,
0.0014969647163525224,
0.001493683084845543,
0.0014933928614482284,
0.0015254969475790858,
0.0014929184690117836,
0.0014906944707036018,
0.001485412591136992,
0.0014575517270714045,
0.0014581456780433655,
0.0014539516996592283,
0.0014457246288657188,
0.0014489820459857583,
0.0014375874307006598,
0.0014288765378296375,
0.0014278220478445292,
0.0014087153831496835,
0.0014094337821006775,
0.0014147133333608508,
0.001405263552442193,
0.0013895597076043487,
0.0013790464727208018,
0.001381528447382152,
0.001383043359965086,
0.0013566934503614902,
0.0013403414050117135,
0.0013359410222619772,
0.0013304718304425478,
0.0013254157966002822,
0.0013224785216152668,
0.001316145295277238,
0.0013114273315295577,
0.0013065858511254191,
0.0013021617196500301,
0.001296783215366304,
0.0012924406910315156,
0.001286643440835178,
0.0012800871627405286,
0.0012752329930663109,
0.001270407810807228,
0.0012681151274591684,
0.0012648275587707758,
0.0012623959919437766,
0.001257521566003561,
0.0012525174533948302,
0.0012491823872551322,
0.0012473015813156962,
0.0011985256569460034,
0.0011956131784245372,
0.0012024423340335488,
0.0012012043735012412,
0.0011987794423475862,
0.0011967374011874199,
0.0011949058389291167,
0.001192948198877275,
0.0011911526089534163,
0.0011893542250618339,
0.0011876592179760337,
0.00118563964497298,
0.0011838452192023396,
0.001182081992737949,
0.0011802749941125512,
0.0011785582173615694,
0.0011767937103286386,
0.0011751331621780992,
0.001173329190351069,
0.001171701936982572,
0.0011699632741510868,
0.0011684956261888146,
0.0011668916558846831,
0.0011653167894110084,
0.0011637111892923713,
0.0011621408630162477,
0.00116057600826025,
0.001159192412160337,
0.0011576898396015167,
0.0011560304556041956,
0.0011546312598511577,
0.0011529410257935524,
0.0011515909573063254,
0.0011499645188450813,
0.001148442504927516,
0.0011469637975096703,
0.0011454467894509435,
