Learning Rate,Number of hidden layers,Number of units per hidden layer,Number of iterations,e1,e2,e3,e4,e5,e6
0.1,2.0,30.0,500.0,3.126296440948291,3.086536435190113,3.8865406558303564,1.2027537738687029,1.5001776844029586,0.49460331017945813
0.1,2.0,30.0,1000.0,1.863095927367571,2.178973132565927,2.244984762188773,9.46383840625647,13.044316447311052,7.350634518610913
0.1,2.0,30.0,5000.0,31.331623139694976,40.475375239433816,50.651283756948686,17.213831049476866,19.497478966771713,5.03575434142625
0.1,2.0,50.0,500.0,3.965767782018501,3.5827206691707567,5.486154782735834,1.5497159185663545,1.9966126643854047,1.3147677487199032
0.1,2.0,50.0,1000.0,1.5269870967795383,2.3094991692218385,2.9313059534156354,0.4873256762010712,0.5420974930912519,1.0397071650997358
0.1,2.0,50.0,5000.0,9.497907607017273,15.659623326421224,20.08371449666134,24.66166952627754,15.851459652575791,23.718441175385312
0.1,2.0,70.0,500.0,2.8771680680847176,3.208047626436656,3.5705765994003706,1.2378339431275136,2.1811085858158648,2.0615003382605797
0.1,2.0,70.0,1000.0,1.8848151539270923,2.1812425808111833,2.6549937134236044,0.9452575322393032,0.718028939301786,0.8855404523383639
0.1,2.0,70.0,5000.0,42.04900331621943,14.50134845376174,21.890100555296435,88.95715620265965,59.570425488288556,50.798135068790096
0.1,2.0,90.0,500.0,4.07149307747133,5.453204768970147,6.343318038348757,5.758084257596398,4.01757607110651,2.853292183434827
0.1,2.0,90.0,1000.0,1.5120568835600772,2.246345495139082,2.741810884562554,1.7446229297877862,1.290948380446243,1.457700640560038
0.1,2.0,90.0,5000.0,0.5684342707488312,1.0248643546796512,1.2059068594863604,0.42273651500936055,0.29023104449452797,0.4651593963740584
0.1,2.0,110.0,500.0,3.2044545423332758,3.7978381386807487,4.535034891460901,1.656575264848383,3.6388723819027016,1.163087524793681
0.1,2.0,110.0,1000.0,1.2315584942649849,1.9017061409189555,2.247755664438327,1.091756449123864,0.6707578896906474,0.7340865248801828
0.1,2.0,110.0,5000.0,1.4810453144469806,1.559776914583523,1.4133147165739461,1.0768898106610874,1.7601535513717717,1.6092733718266015
0.1,3.0,30.0,500.0,0.773909317764591,0.7622982739392137,1.1996114962089264,0.9108246425814799,0.685834271416529,1.2377769208986786
0.1,3.0,30.0,1000.0,0.7595538867017733,1.5354456087165236,2.048395736670898,1.971770882857986,2.368083607707273,1.6812778939951436
0.1,3.0,30.0,5000.0,271.9611424172052,393.75545498729787,442.21449944017195,519.8237704066206,361.6596198611945,351.16849703602674
0.1,3.0,50.0,500.0,10.672138500831702,12.808705580512386,15.136829761392256,3.4848602935905664,2.4618658212174998,2.581045620372829
0.1,3.0,50.0,1000.0,4.017967066453348,4.221507215822359,4.715488063627592,0.88375518729477,2.2040063657261224,1.8444606905560639
0.1,3.0,50.0,5000.0,887.6604404387137,1630.3693629048394,1057.5710173651441,566.4759084644886,1396.4880251782897,1124.5282471026403
0.1,3.0,70.0,500.0,4.817810437286799,10.528992170124218,11.474813508208888,5.988032099514805,2.8591297587162905,3.334564825910402
0.1,3.0,70.0,1000.0,1.5341111106339012,2.2152174963120457,2.128351326636487,2.699411683395455,6.2691749274708775,1.032321462813562
0.1,3.0,70.0,5000.0,1476.439484105678,359.12152529759044,43.014974492446065,3989.6885694186353,5434.059920190828,5759.5394953733585
0.1,3.0,90.0,500.0,21.670642994209157,28.145712547763868,36.3116799502033,4.9705194915186395,8.2282178086357,8.002919700541367
0.1,3.0,90.0,1000.0,12.559567822794754,13.258945879943044,15.116325176530744,3.0334696667766137,5.461475677241461,6.680761722165407
0.1,3.0,90.0,5000.0,1.3528227537922235,2.6522747761900303,3.227764736260913,1.943014018837318,1.8948498237482885,0.7808915635147733
0.1,3.0,110.0,500.0,11.110202301327071,5.291640110405652,8.724810408740757,13.715281900318455,37.906756091012646,5.185421787103404
0.1,3.0,110.0,1000.0,2.8849552048734024,1.4014182432643276,1.2986343957170052,3.320525604509143,3.582098948245307,4.048048925169576
