Learning Rate,0.1,0.01,0.001,0.0001
Number of hidden layers,2,3,4
Number of units per hidden layer,30,50,70,90,110
Number of iterations,1,2,3


Learning Rate,Number of hidden layers,Number of units per hidden layer,Number of iterations,e1,e2,e3,e4,e5,e6
0.1,2.0,30.0,1.0,77.51354797577304,92.84660366807306,88.93146107500198,561.4614170361014,684.2443762867291,248.3024622315377
0.1,2.0,30.0,2.0,36.82716173362496,75.32789776898572,81.42312063837805,187.30530731485862,40.141348439009725,228.4794583330382
0.1,2.0,30.0,3.0,40.31597509494178,68.99515092155427,78.91885491888338,145.79637829510327,61.32747239630836,139.7667387357811
0.1,2.0,50.0,1.0,72.12865832198577,84.97899999332436,96.19538268634716,385.5548061442249,1249.2774905374301,241.169397667423
0.1,2.0,50.0,2.0,38.57474926340655,71.80939316596434,82.29611915294677,275.7388500642953,322.9233386800974,403.1012717460252
0.1,2.0,50.0,3.0,14.449558780986216,53.71723311710552,72.09543184404276,184.53057073701612,341.588350854145,54.840760790725604
0.1,2.0,70.0,1.0,132.2671600015478,117.15779369241517,108.94023755344054,471.4175414447153,2088.8624983382815,286.1147000734664
0.1,2.0,70.0,2.0,68.1282603127689,84.97852071697687,89.66922777476145,511.27445763906445,1010.2046281356518,34.56975993948428
0.1,2.0,70.0,3.0,35.0093928332544,73.73692281648115,81.67520630930571,61.01920722985433,71.06880600333152,155.18731973278537
0.1,2.0,90.0,1.0,27.292993747938553,77.94437861051281,75.83935641726217,1107.3567200237244,4458.668279293815,590.4371363680665
0.1,2.0,90.0,2.0,182.93697634609111,71.80006439420069,76.11955742237332,2179.6522614425116,3289.512762432043,1770.5115857579813
0.1,2.0,90.0,3.0,15.833903014735554,61.17876134793734,71.7315910636146,393.2595291783576,235.5837461789432,300.57093499361065
0.1,2.0,110.0,1.0,152.32917740225892,62.6643511342845,76.04848528168944,1681.6278358593233,2642.696303983285,933.7204742883422
0.1,2.0,110.0,2.0,464.81458409854355,46.66877262976022,58.43065180279482,3514.264535205902,4787.087583205392,2600.9297571672055
0.1,2.0,110.0,3.0,38.56691057507532,44.26639993796795,84.91569786914123,639.4821622618015,428.0177149851331,372.6624858456296
0.1,3.0,30.0,1.0,80.51040996791971,103.94488938216315,105.10956473503532,154.34624548713137,1109.4866978838909,186.05019737852467
0.1,3.0,30.0,2.0,95.22620190491634,97.75314392446194,98.55050070440817,232.4682086820224,224.21312744533273,49.49872025059016
0.1,3.0,30.0,3.0,39.8705134134634,77.30822484428226,84.71700190702754,124.23532949286759,95.93746922193415,29.885636062461217
0.1,3.0,50.0,1.0,81.87648447303395,97.34815541083312,96.7184509569058,88.90569789891131,170.6134230994121,98.9016040309735
0.1,3.0,50.0,2.0,179.0437091510795,128.25959695255557,113.19966520548965,179.3623564474851,505.8200521593251,403.7817495125714
0.1,3.0,50.0,3.0,59.94033086358787,83.71582438698415,87.75420167752509,291.774437536161,509.7864746111145,180.70967004292746
0.1,3.0,70.0,1.0,30.542453395147607,42.43814895943114,86.67760641185845,1859.0932481276059,2099.145921258678,931.5520028970797
0.1,3.0,70.0,2.0,292.8971385716997,142.80377690302237,177.10025023984974,2423.9059497739495,2787.198960767737,2382.4988186175333
0.1,3.0,70.0,3.0,132.21680264766704,49.183702515909836,67.82386992407201,466.9808592516039,447.2993720342032,446.27412668191806
0.1,3.0,90.0,1.0,97.99542298889136,55.154694143807895,74.0552017166886,1016.4443966994572,1782.605967164449,1095.1007086185862
0.1,3.0,90.0,2.0,1979.3271199273377,491.9273944261188,363.7531226479156,9305.590212578198,6827.3570277605795,7784.367850790754
0.1,3.0,90.0,3.0,181.08593866604264,90.60958515141887,93.08919664992126,1350.884277302284,397.5581117343104,808.9241115316687
0.1,3.0,110.0,1.0,77.84184841897914,47.603250246784526,100.36134769958036,5868.6850802148765,19334.787825707677,3210.7213267770258
0.1,3.0,110.0,2.0,5374.264503964936,2244.0185060595977,2175.444550637237,33696.50556286694,61821.69216372683,28267.974118893027
0.1,3.0,110.0,3.0,983.5609663516374,67.26037150959574,266.25648418254303,4929.044504021634,4820.272058880065,4470.502013358923
0.1,4.0,30.0,1.0,92.02063382967786,95.25109886940422,99.58835512615038,334.21864686357725,688.461803374581,102.58712300381674
0.1,4.0,30.0,2.0,59.145565421843706,79.54474224432447,86.20992882727543,1781.238967944126,3649.1294506901886,529.4588714659543
0.1,4.0,30.0,3.0,85.6641410279325,93.87132217452472,96.33718455451078,113.08561488332636,92.76866940265747,154.39264136934014
0.1,4.0,50.0,1.0,33.49669984024352,87.3384603350039,80.89846870675026,867.1495210862759,1583.6224259468293,658.2480229826152
0.1,4.0,50.0,2.0,1999.3545387095505,299.75805102957975,271.31934161645137,10642.65950571592,18874.43282182816,3729.0728752738773
0.1,4.0,50.0,3.0,46.882505283756615,134.58110648133962,95.45972931808197,398.59733782390543,223.83328933633612,302.9258968526947
0.1,4.0,70.0,1.0,68.0236999747559,82.3333175286252,90.86327076944741,643.623481232572,859.5626832725126,320.26576618867637
0.1,4.0,70.0,2.0,1308.719902856269,816.7292778452284,572.0902849455681,16673.93679471196,16995.186154895546,14730.545466541758
0.1,4.0,70.0,3.0,511.6941741400882,244.5788110899754,167.8389935783734,1837.3408169265574,516.1405028545569,2132.5579668260875
0.1,4.0,90.0,1.0,511.1581934626516,357.33372823464384,215.30532442172117,4577.604034578584,5483.12884188065,3670.8347436863264
0.1,4.0,90.0,2.0,6792.65646885197,3755.2972641593174,1008.5608865249062,62541.21415346498,165647.6371449896,40890.94243661783
0.1,4.0,90.0,3.0,94.12896788471001,86.72889784755282,85.61189346583583,1056.871823003899,174.09276958449453,221.0054698347149
0.1,4.0,110.0,1.0,114.40659773982358,79.58840774298326,86.70216920904905,1636.8737426298374,1129.7556024775495,736.2080281585543
0.1,4.0,110.0,2.0,21055.54737806179,12898.4016664413,9913.0186443325,46738.072104236904,58313.321058110094,40132.08345553882
0.1,4.0,110.0,3.0,2456.4151577306666,1680.5821594218887,1187.6940315728627,2279.7051752820503,1574.4961916662976,1627.1814526643357
0.01,2.0,30.0,1.0,95.78461252144366,97.84998342217348,100.64839150327316,44.00702146105384,69.37944462730759,91.7574451950761
0.01,2.0,30.0,2.0,89.13082894632588,97.3454680398847,100.13335924259911,57.72633924075765,133.31404546168994,30.89303280177103
0.01,2.0,30.0,3.0,79.95738905953739,94.06092732099414,98.89358803454179,40.69769992570337,41.64637526375315,61.22339490675469
0.01,2.0,50.0,1.0,102.36184381454983,97.34247256271289,99.28284764517089,84.57192991856675,71.77920012360654,86.41079511672149
0.01,2.0,50.0,2.0,100.08709215571743,94.8820218478123,99.43362715953053,64.65143692609048,210.9573417320487,23.49709225962481
0.01,2.0,50.0,3.0,95.21744017423958,92.87287828212294,97.69491711139365,54.00852226239983,56.67252449156008,54.34671764176115
0.01,2.0,70.0,1.0,101.38836117862323,96.36210423541644,99.46622061639941,47.00118272888093,278.82325137260113,110.79478531678298
0.01,2.0,70.0,2.0,95.93113887757715,93.58832660834445,97.62866015639295,83.32101738859541,55.402253073412986,24.049437146762124
0.01,2.0,70.0,3.0,83.74230008789371,88.55544568335478,94.30437366525727,40.61025463482585,33.253491903149005,86.48732338421271
0.01,2.0,90.0,1.0,98.08074796250605,97.51895751916977,99.61411101934912,130.86529707162669,60.51629988060399,49.660263765140606
0.01,2.0,90.0,2.0,91.28381926696284,93.83747328248326,97.98922126035025,69.76470796324826,126.02701407169863,52.406274772730235
