Learning Rate,0.1,0.01,0.001,0.0001
Number of hidden layers,2,3,4
Number of units per hidden layer,30,50,70,90,110
Number of iterations,1,2,3


Learning Rate,Number of hidden layers,Number of units per hidden layer,Number of iterations,e1,e2,e3,e4,e5,e6
0.1,2.0,30.0,1.0,109.1439455730215,102.79387682084045,97.16489512468625,328.6404980536432,623.6867020851241,29.534601850063723
0.1,2.0,30.0,2.0,83.76248184695022,92.95528331736752,93.91908934633713,78.18253544152432,86.20208286252527,6.402845324731244
0.1,2.0,30.0,3.0,52.41228338649269,73.55615372153137,81.4129812565543,19.96003766747963,135.5485408591584,91.82523834901156
0.1,2.0,50.0,1.0,79.69245233538635,83.78726265542092,81.38830307753673,548.2095727604428,569.047394357416,253.22851683127232
0.1,2.0,50.0,2.0,79.47541195468247,90.7058771730716,92.85194246874133,223.6378860799666,315.7699326478413,228.60097576796176
0.1,2.0,50.0,3.0,38.88348514991471,70.6110440703556,79.42190964858017,96.07429360909468,79.14138823132791,34.71130357480793
0.1,2.0,70.0,1.0,74.59491671343481,92.03440409032677,80.73318773670852,661.9978081035,843.7223938269032,327.62870479767247
0.1,2.0,70.0,2.0,53.260079251633655,81.39272360585508,82.78364622285989,807.2079057049793,1452.1704692866645,608.568728741189
0.1,2.0,70.0,3.0,37.03194468185194,52.24790574226513,61.10667685287273,274.00780977957453,267.30616430155396,145.37556642105372
0.1,2.0,90.0,1.0,70.26120041252423,54.78289268107309,78.26994956630959,1396.6991903710468,1420.2068253410066,783.2315776675097
0.1,2.0,90.0,2.0,198.17315678371543,58.43914587370206,70.46866309465433,2113.141166654752,838.5307115583339,1480.0996992450662
0.1,2.0,90.0,3.0,27.64594996795343,64.91880993128667,56.83243014119467,498.18753547410194,947.8601150213265,378.9138160072273
0.1,2.0,110.0,1.0,77.92192418967925,84.30679502584667,102.95257471748882,2360.1026787099036,4941.003391208923,1609.8270187082403
0.1,2.0,110.0,2.0,261.27252443108125,156.29262437128924,56.88341104804346,2467.4243750920587,4111.14740680692,1661.4492856689114
0.1,2.0,110.0,3.0,128.9348653336338,110.75538204626847,63.59681092517627,394.9355049041221,1091.17929442349,233.1324082825927
0.1,3.0,30.0,1.0,75.44261592799698,90.85929434938336,98.28250989371602,257.4064700961461,1422.7699953179037,111.04961992758338
0.1,3.0,30.0,2.0,93.84796974413462,88.37278193772434,98.89466553746273,310.6100322079657,733.7834439842317,246.99842345523822
0.1,3.0,30.0,3.0,78.260771914115,88.09466468151936,94.33073077763304,40.99390702691235,91.1511520956855,89.99076014985707
0.1,3.0,50.0,1.0,101.63012707157858,95.72990711613753,97.54697404270254,85.75688460200507,92.352534317354,105.65988458916303
0.1,3.0,50.0,2.0,165.5468669242113,144.95437880149936,111.7517402979166,232.63173348230234,315.496309922534,52.05544844469555
0.1,3.0,50.0,3.0,48.85983153159779,55.18454303781398,67.9921613382178,120.57923196265561,122.93504606749602,218.186761345435
0.1,3.0,70.0,1.0,63.01808277100339,83.9398590989979,86.00345922019092,145.66409192083475,484.19293890047805,195.7118335566761
0.1,3.0,70.0,2.0,142.14221702005656,39.821486355532016,61.31621158636764,705.4235658859371,956.7898158259251,873.5548550564444
0.1,3.0,70.0,3.0,39.2266131142685,60.378238100550874,70.55220444861317,130.63528946431998,68.22250580811597,148.71221566663235
0.1,3.0,90.0,1.0,445.10726440111296,160.4893840008056,30.39027433926821,2595.2251460412144,3390.66987824447,1937.4764312585178
0.1,3.0,90.0,2.0,1202.149465810267,703.4473838625295,438.55537124183377,8680.496817805668,10275.417202812887,7717.797868466967
0.1,3.0,90.0,3.0,416.7769940694284,232.5339823961378,188.97080985040898,2965.945804379737,2793.55002509026,1662.781790185926
0.1,3.0,110.0,1.0,58.09423744396223,85.12911793031722,91.35142581946731,726.519365074523,948.5737417893605,183.247346422106
0.1,3.0,110.0,2.0,962.7200000387568,235.39895519013,210.21214897454632,3982.385442939892,3525.023889646256,337.57811916529363
0.1,3.0,110.0,3.0,2238.309249918914,1619.7003093468543,1018.8262366788985,11915.057255140537,20690.306598998886,7168.248698654665
0.1,4.0,30.0,1.0,91.75875242328314,96.11349707806323,98.22911353928907,182.66461117970726,303.070704069848,34.26225122800843
0.1,4.0,30.0,2.0,46.73945130269792,79.16269017382008,91.22535228127268,685.8547009572189,1229.1651265903622,504.6683750389562
0.1,4.0,30.0,3.0,55.47884056492908,82.25015848263617,90.4529327594971,95.98912059469275,112.06898597067745,98.57235122423447
0.1,4.0,50.0,1.0,79.39197028832339,94.82998222173207,95.42858376537069,270.2486952647236,599.2027625727487,159.3092403356916
0.1,4.0,50.0,2.0,472.0156165243771,274.8999838845708,210.37120512878607,3398.545680312086,4039.2521638438366,3043.5101242745527
0.1,4.0,50.0,3.0,139.6719451469329,62.41148803546933,55.07327890809799,334.5983983817812,42.76146599045783,102.6449901116377
0.1,4.0,70.0,1.0,52.90660047053184,75.88435875766712,87.44472793296256,689.6114511738919,1831.2537865519162,412.8449049814054
0.1,4.0,70.0,2.0,1664.3696566661079,809.4469833911683,528.886861921456,11482.4063519693,20652.419870416372,7876.541536929021
0.1,4.0,70.0,3.0,483.83581662421255,308.3801001379429,244.1486530566527,2724.154279978639,1515.0548268817995,1663.7885530773804
0.1,4.0,90.0,1.0,144.15830229795506,33.505093031337886,28.5066046459531,3848.351822440784,2050.932722725564,1123.0837259692598
0.1,4.0,90.0,2.0,10303.100321592166,6695.490371589532,1799.2562131510645,122206.14299415574,201920.52855244992,77595.80745636827
0.1,4.0,90.0,3.0,122.36496726145083,45.54675975143767,58.03640784896484,1617.5535284107075,1880.4993930926382,880.9619745605099
0.1,4.0,110.0,1.0,92.86668102004468,110.5903504913496,101.92779436290111,1176.5234298576383,1204.6062500375376,148.7297318652499
0.1,4.0,110.0,2.0,3265.369193119289,2002.3360706395906,531.2218616388875,28099.43869955241,54099.098788183685,20543.156701100364
0.1,4.0,110.0,3.0,738.2043077255017,297.4746139243293,150.41502947059803,4745.026417673972,5807.29522401086,3319.6372963212857
0.01,2.0,30.0,1.0,98.73601293534527,99.92197054509904,100.61179225782786,41.1030165355937,95.75293887003745,86.54167826483119
0.01,2.0,30.0,2.0,93.3897539524794,99.11693432385516,100.15250451987956,34.80678257291488,31.144638577616217,62.684395745298424
0.01,2.0,30.0,3.0,85.77880622175674,96.71148636835596,99.20459097494731,29.372548394270286,135.33615106663083,27.710644436623085
0.01,2.0,50.0,1.0,93.82377028016793,96.819019455213,98.23299321836373,25.79739638193216,54.42843649915352,52.0080736788755
0.01,2.0,50.0,2.0,80.48264905797441,93.31097691560943,96.18409515409915,66.42391970832574,39.359563603450425,73.75292217197705
0.01,2.0,50.0,3.0,66.0208689770696,87.59445372755862,92.38467092839973,39.72521216556289,36.05582043407005,39.637882725699264
0.01,2.0,70.0,1.0,95.20668358082477,98.0825716976301,100.20817738020983,88.41016050246921,36.68139460742999,26.41680088386679
0.01,2.0,70.0,2.0,84.95105384569432,94.15943502810369,98.54338891997857,60.89622431463805,28.07980387989476,63.655699616260065
0.01,2.0,70.0,3.0,71.7097036352676,88.34727082855107,95.08770639785799,50.51840882804255,30.239074891101158,43.914723763746174
0.01,2.0,90.0,1.0,100.07865516150449,96.86208227589186,99.04184752241343,138.33987632242358,369.09540833219796,24.402503003215035
0.01,2.0,90.0,2.0,91.92974110439579,92.31030707800765,97.35759653988202,55.70477305428071,100.58434776873071,47.09582012132633
0.01,2.0,90.0,3.0,80.17640479545194,88.659525436944,94.8898000137659,72.64234631028734,25.549535717164908,15.387424916664244
0.01,2.0,110.0,1.0,99.89242330339344,97.84128482289913,98.91344403920976,106.33929333282342,617.8708264428759,39.96688085525454
0.01,2.0,110.0,2.0,90.94990674139628,95.79206052219975,97.23231390045193,46.39607751716006,123.5864383240379,70.2510396416855
0.01,2.0,110.0,3.0,84.80177012313376,92.75728154509777,96.30582943691,69.18470584544443,92.92041048905436,31.518373500456548
0.01,3.0,30.0,1.0,97.39682251557156,99.02661097653089,100.09113505088042,86.41603949642885,69.69940709579544,57.93587233544258
0.01,3.0,30.0,2.0,93.95848277737312,96.94436928185458,99.70748502315622,37.97723710458203,43.91006672920621,41.50436902814
0.01,3.0,30.0,3.0,86.9340659876764,94.2102007674706,98.26887223393845,84.68111303839855,58.412016204093895,40.3448149492241
0.01,3.0,50.0,1.0,97.86091098049067,99.22120157837165,100.00983279545093,82.41508307662122,78.3760544387198,95.05893324415494
0.01,3.0,50.0,2.0,87.86408388092023,95.32297756706605,98.16063666923031,153.43069769851942,39.47619313726209,54.3688237478499
0.01,3.0,50.0,3.0,79.51359353571473,92.37934267002312,96.4774651566343,67.42258728024053,60.022348420998625,30.82997704952271
0.01,3.0,70.0,1.0,100.80696789921315,97.61251412237382,99.67413902119225,76.59695502140332,49.280718887186964,84.27209768711374
0.01,3.0,70.0,2.0,93.88915209551801,94.90942231102095,98.80697196499013,99.90652850045683,67.16610203961977,64.08946780117253
