7.868049621582031,
0.5431830286979675,
10.683618545532227,
33.674598693847656,
0.3278011083602905,
0.0364750437438488,
0.034430187195539474,
0.08077031373977661,
0.5941993594169617,
0.12361698597669601,
0.010053063742816448,
0.020793987438082695,
0.08619477599859238,
0.019876571372151375,
0.005519876256585121,
0.004810069687664509,
0.004562191665172577,
0.0043486966751515865,
0.004965622443705797,
0.004177735187113285,
0.003484543180093169,
0.003327473998069763,
0.0032075271010398865,
0.0031125464010983706,
0.002985021797940135,
0.002965003252029419,
0.0029336505103856325,
0.002903041196987033,
0.002874552272260189,
0.002835844876244664,
