,n,eta,beta1,beta2,beta3,x21,x31,x32,
Per Dev,2.444200038909912,0.27994000911712646,1.2534337043762207,0.8559655547142029,0.7228338122367859,0.2683756947517395,0.3694080710411072,0.18706806004047394,
,
Actual,2.444200038909912,0.2739900052547455,3.5006000995635986,6.099800109863281,9.054400444030762,0.452239990234375,0.37018999457359314,0.6089299917221069,
Prediction,2.444200038909912,0.2739900052547455,3.5486903190612793,6.159146308898926,9.130474090576172,0.4538796544075012,0.37206730246543884,0.6104395389556885,
Per Dev,2.444200038909912,0.2739900052547455,1.3737707138061523,0.9729203581809998,0.8401842713356018,0.3625650703907013,0.5071200728416443,0.24790160357952118,
,
Actual,2.444200038909912,0.1300400048494339,3.2685000896453857,5.166299819946289,7.2505998611450195,0.366129994392395,0.2515200078487396,0.5244100093841553,
Prediction,2.444200038909912,0.1300400048494339,3.3937387466430664,5.308522701263428,7.394502639770508,0.37609246373176575,0.25870513916015625,0.5309076905250549,
Per Dev,2.444200038909912,0.1300400048494339,3.831686019897461,2.752896308898926,1.9847016334533691,2.721019744873047,2.8566837310791016,1.2390459775924683,
,
Actual,2.444200038909912,0.04973800107836723,3.2325000762939453,4.923099994659424,6.6168999671936035,0.3393799960613251,0.20003999769687653,0.485289990901947,
Prediction,2.444200038909912,0.04973800107836723,3.4747161865234375,5.206658363342285,6.956879615783691,0.36139607429504395,0.22073501348495483,0.5036405324935913,
Per Dev,2.444200038909912,0.04973800107836723,7.4931511878967285,5.7597527503967285,5.138050556182861,6.487146854400635,10.345438957214355,3.781355857849121,
,
Actual,2.444200038909912,0.03959999978542328,3.2314000129699707,4.911499977111816,6.572199821472168,0.3380599915981293,0.19619999825954437,0.4822799861431122,
Prediction,2.444200038909912,0.03959999978542328,3.4891483783721924,5.219766139984131,6.951467514038086,0.36172565817832947,0.21913117170333862,0.5025510787963867,
Per Dev,2.444200038909912,0.03959999978542328,7.976367950439453,6.276415824890137,5.770787715911865,7.000433444976807,11.687651634216309,4.203179359436035,
,
Actual,2.444200038909912,0.49772000312805176,4.465000152587891,8.929400444030762,13.956999778747559,0.6132500171661377,0.5635600090026855,0.7363700270652771,
Prediction,2.444200038909912,0.49772000312805176,4.483499050140381,8.922740936279297,13.921409606933594,0.6122366786003113,0.5624573826789856,0.7357491254806519,
Per Dev,2.444200038909912,0.49772000312805176,0.41430899500846863,0.07457955926656723,0.25499874353408813,0.16524069011211395,0.1956537663936615,0.08431924134492874,
,
Actual,2.444200038909912,0.13210999965667725,3.27020001411438,5.175600051879883,7.271200180053711,0.36711999773979187,0.25310999155044556,0.5255799889564514,
Prediction,2.444200038909912,0.13210999965667725,3.393007755279541,5.314208507537842,7.410582542419434,0.3767481744289398,0.25998300313949585,0.5318436622619629,
Per Dev,2.444200038909912,0.13210999965667725,3.7553586959838867,2.6781136989593506,1.91690993309021,2.622623920440674,2.7154247760772705,1.191763997077942,
,
Actual,2.444200038909912,0.48276999592781067,4.366700172424316,8.660499572753906,13.49899959564209,0.6020900011062622,0.550570011138916,0.7281000018119812,
Prediction,2.444200038909912,0.48276999592781067,4.384424209594727,8.65451717376709,13.46591567993164,0.6011197566986084,0.5493590831756592,0.7274066805839539,
Per Dev,2.444200038909912,0.48276999592781067,0.40589088201522827,0.06907683610916138,0.24508419632911682,0.16114607453346252,0.21994076669216156,0.09522335231304169,
,
Actual,2.444200038909912,0.399150013923645,3.922300100326538,7.408400058746338,11.354000091552734,0.5404700040817261,0.4780200123786926,0.6812000274658203,
Prediction,2.444200038909912,0.399150013923645,3.9453952312469482,7.424287796020508,11.372943878173828,0.5398644804954529,0.47784021496772766,0.6808712482452393,
Per Dev,2.444200038909912,0.399150013923645,0.5888160467147827,0.2144557237625122,0.16684681177139282,0.11203648895025253,0.03761294484138489,0.04826470836997032,
,
Actual,2.444200038909912,0.48903000354766846,4.407100200653076,8.771100044250488,13.687000274658203,0.6067600250244141,0.5560100078582764,0.7315599918365479,
Prediction,2.444200038909912,0.48903000354766846,4.4242448806762695,8.760035514831543,13.64444351196289,0.6056216955184937,0.5546870827674866,0.7308587431907654,
Per Dev,2.444200038909912,0.48903000354766846,0.3890240490436554,0.1261475682258606,0.3109283149242401,0.18760786950588226,0.23793189227581024,0.09585661441087723,
,
Actual,2.444200038909912,0.525409996509552,4.6656999588012695,9.472599983215332,14.878999710083008,0.6340000033378601,0.5876200199127197,0.7516099810600281,
Prediction,2.444200038909912,0.525409996509552,4.682497978210449,9.472431182861328,14.859683990478516,0.632912278175354,0.5869042277336121,0.751078188419342,
Per Dev,2.444200038909912,0.525409996509552,0.3600321412086487,0.0017819855129346251,0.12981867790222168,0.1715654879808426,0.12181208282709122,0.0707538053393364,
,
Actual,2.444200038909912,0.07994700223207474,3.2395999431610107,4.984600067138672,6.8084001541137695,0.3463299870491028,0.21618999540805817,0.4977799952030182,
Prediction,2.444200038909912,0.07994700223207474,3.429626941680908,5.206407070159912,7.063300609588623,0.3636356592178345,0.23137271404266357,0.510965883731842,
Per Dev,2.444200038909912,0.07994700223207474,5.865755081176758,4.449845314025879,3.7439112663269043,4.99687385559082,7.0228590965271,2.6489388942718506,
,
Actual,2.444200038909912,0.22179999947547913,3.3889000415802,5.697299957275391,8.313899993896484,0.41804999113082886,0.3259499967098236,0.5781599879264832,
Prediction,2.444200038909912,0.22179999947547913,3.453841209411621,5.752981185913086,8.374408721923828,0.419949471950531,0.32832831144332886,0.5802177786827087,
Per Dev,2.444200038909912,0.22179999947547913,1.9162904024124146,0.9773266315460205,0.7278019785881042,0.45436689257621765,0.7296563386917114,0.3559206426143646,
,
Actual,2.444200038909912,0.5491499900817871,4.860000133514404,9.992300033569336,15.758999824523926,0.651889979839325,0.6082500219345093,0.7645900249481201,
Prediction,2.444200038909912,0.5491499900817871,4.874908924102783,9.989975929260254,15.729349136352539,0.6508822441101074,0.6076556444168091,0.764369785785675,
Per Dev,2.444200038909912,0.5491499900817871,0.30676522850990295,0.023258952423930168,0.1881508231163025,0.1545867770910263,0.09771927446126938,0.028804870322346687,
,
Actual,2.444200038909912,0.3617999851703644,3.7706000804901123,6.959000110626221,10.574999809265137,0.5134999752044678,0.4456999897956848,0.6598899960517883,
Prediction,2.444200038909912,0.3617999851703644,3.7995245456695557,6.993183135986328,10.621734619140625,0.5137921571731567,0.4461098313331604,0.65956711769104,
Per Dev,2.444200038909912,0.3617999851703644,0.7671051025390625,0.49120599031448364,0.441936731338501,0.05690009519457817,0.09195457398891449,0.0489291213452816,
,
Actual,2.444200038909912,0.5022000074386597,4.495800018310547,9.012999534606934,14.098999977111816,0.616599977016449,0.5674499869346619,0.7388399839401245,
Prediction,2.444200038909912,0.5022000074386597,4.51484489440918,9.00914478302002,14.068975448608398,0.6156212091445923,0.5664548873901367,0.7382460236549377,
Per Dev,2.444200038909912,0.5022000074386597,0.42361482977867126,0.042768798768520355,0.2129550278186798,0.15873628854751587,0.17536339163780212,0.08039092272520065,
,
Actual,2.444200038909912,0.27107998728752136,3.493499994277954,6.075399875640869,9.01039981842041,0.45028001070022583,0.3677099943161011,0.607230007648468,
